,region,year,sex,status,percentage
2394,Satakunta,1993,combined,"Employed, as % of total population",35.3
2395,Satakunta,1993,combined,"Students, as % of total population",8.4
2396,Satakunta,1993,female,"Employed, as % of total population",33.2
2397,Satakunta,1993,female,"Students, as % of total population",8.9
2398,Satakunta,1993,male,"Employed, as % of total population",37.6
2399,Satakunta,1993,male,"Students, as % of total population",7.8
2400,Satakunta,1994,combined,"Employed, as % of total population",36.4
2401,Satakunta,1994,combined,"Students, as % of total population",8.5
2402,Satakunta,1994,female,"Employed, as % of total population",33.2
2403,Satakunta,1994,female,"Students, as % of total population",9.0
2404,Satakunta,1994,male,"Employed, as % of total population",39.7
2405,Satakunta,1994,male,"Students, as % of total population",7.9
2406,Satakunta,1995,combined,"Employed, as % of total population",36.3
2407,Satakunta,1995,combined,"Students, as % of total population",8.7
2408,Satakunta,1995,female,"Employed, as % of total population",32.8
2409,Satakunta,1995,female,"Students, as % of total population",9.2
2410,Satakunta,1995,male,"Employed, as % of total population",40.0
2411,Satakunta,1995,male,"Students, as % of total population",8.2
2412,Satakunta,1996,combined,"Employed, as % of total population",36.2
2413,Satakunta,1996,combined,"Students, as % of total population",8.6
2414,Satakunta,1996,female,"Employed, as % of total population",33.2
2415,Satakunta,1996,female,"Students, as % of total population",9.0
2416,Satakunta,1996,male,"Employed, as % of total population",39.4
2417,Satakunta,1996,male,"Students, as % of total population",8.2
2418,Satakunta,1997,combined,"Employed, as % of total population",37.6
2419,Satakunta,1997,combined,"Students, as % of total population",8.6
2420,Satakunta,1997,female,"Employed, as % of total population",34.1
2421,Satakunta,1997,female,"Students, as % of total population",8.9
2422,Satakunta,1997,male,"Employed, as % of total population",41.2
2423,Satakunta,1997,male,"Students, as % of total population",8.3
2424,Satakunta,1998,combined,"Employed, as % of total population",39.0
2425,Satakunta,1998,combined,"Students, as % of total population",7.9
2426,Satakunta,1998,female,"Employed, as % of total population",35.3
2427,Satakunta,1998,female,"Students, as % of total population",8.1
2428,Satakunta,1998,male,"Employed, as % of total population",42.8
2429,Satakunta,1998,male,"Students, as % of total population",7.6
2430,Satakunta,1999,combined,"Employed, as % of total population",38.9
2431,Satakunta,1999,combined,"Students, as % of total population",7.8
2432,Satakunta,1999,female,"Employed, as % of total population",35.7
2433,Satakunta,1999,female,"Students, as % of total population",8.1
2434,Satakunta,1999,male,"Employed, as % of total population",42.4
2435,Satakunta,1999,male,"Students, as % of total population",7.5
2436,Satakunta,2000,combined,"Employed, as % of total population",40.0
2437,Satakunta,2000,combined,"Students, as % of total population",7.5
2438,Satakunta,2000,female,"Employed, as % of total population",36.4
2439,Satakunta,2000,female,"Students, as % of total population",7.8
2440,Satakunta,2000,male,"Employed, as % of total population",43.8
2441,Satakunta,2000,male,"Students, as % of total population",7.3
2442,Satakunta,2001,combined,"Employed, as % of total population",40.2
2443,Satakunta,2001,combined,"Students, as % of total population",7.4
2444,Satakunta,2001,female,"Employed, as % of total population",37.0
2445,Satakunta,2001,female,"Students, as % of total population",7.6
2446,Satakunta,2001,male,"Employed, as % of total population",43.6
2447,Satakunta,2001,male,"Students, as % of total population",7.3
2448,Satakunta,2002,combined,"Employed, as % of total population",40.3
2449,Satakunta,2002,combined,"Students, as % of total population",7.5
2450,Satakunta,2002,female,"Employed, as % of total population",37.5
2451,Satakunta,2002,female,"Students, as % of total population",7.5
2452,Satakunta,2002,male,"Employed, as % of total population",43.1
2453,Satakunta,2002,male,"Students, as % of total population",7.4
2454,Satakunta,2003,combined,"Employed, as % of total population",40.4
2455,Satakunta,2003,combined,"Students, as % of total population",7.4
2456,Satakunta,2003,female,"Employed, as % of total population",37.8
2457,Satakunta,2003,female,"Students, as % of total population",7.4
2458,Satakunta,2003,male,"Employed, as % of total population",43.0
2459,Satakunta,2003,male,"Students, as % of total population",7.3
2460,Satakunta,2004,combined,"Employed, as % of total population",40.5
2461,Satakunta,2004,combined,"Students, as % of total population",7.3
2462,Satakunta,2004,female,"Employed, as % of total population",37.9
2463,Satakunta,2004,female,"Students, as % of total population",7.3
2464,Satakunta,2004,male,"Employed, as % of total population",43.2
2465,Satakunta,2004,male,"Students, as % of total population",7.4
2466,Satakunta,2005,combined,"Employed, as % of total population",40.5
2467,Satakunta,2005,combined,"Students, as % of total population",7.8
2468,Satakunta,2005,female,"Employed, as % of total population",37.8
2469,Satakunta,2005,female,"Students, as % of total population",7.7
2470,Satakunta,2005,male,"Employed, as % of total population",43.4
2471,Satakunta,2005,male,"Students, as % of total population",7.8
2472,Satakunta,2006,combined,"Employed, as % of total population",41.3
2473,Satakunta,2006,combined,"Students, as % of total population",7.6
2474,Satakunta,2006,female,"Employed, as % of total population",38.5
2475,Satakunta,2006,female,"Students, as % of total population",7.6
2476,Satakunta,2006,male,"Employed, as % of total population",44.2
2477,Satakunta,2006,male,"Students, as % of total population",7.6
2478,Satakunta,2007,combined,"Employed, as % of total population",42.2
2479,Satakunta,2007,combined,"Students, as % of total population",7.4
2480,Satakunta,2007,female,"Employed, as % of total population",39.3
2481,Satakunta,2007,female,"Students, as % of total population",7.4
2482,Satakunta,2007,male,"Employed, as % of total population",45.2
2483,Satakunta,2007,male,"Students, as % of total population",7.4
2484,Satakunta,2008,combined,"Employed, as % of total population",42.3
2485,Satakunta,2008,combined,"Students, as % of total population",7.1
2486,Satakunta,2008,female,"Employed, as % of total population",40.2
2487,Satakunta,2008,female,"Students, as % of total population",7.0
2488,Satakunta,2008,male,"Employed, as % of total population",44.4
2489,Satakunta,2008,male,"Students, as % of total population",7.1
2490,Satakunta,2009,combined,"Employed, as % of total population",40.5
2491,Satakunta,2009,combined,"Students, as % of total population",7.3
2492,Satakunta,2009,female,"Employed, as % of total population",39.3
2493,Satakunta,2009,female,"Students, as % of total population",7.1
2494,Satakunta,2009,male,"Employed, as % of total population",41.8
2495,Satakunta,2009,male,"Students, as % of total population",7.5
2496,Satakunta,2010,combined,"Employed, as % of total population",40.9
2497,Satakunta,2010,combined,"Students, as % of total population",7.3
2498,Satakunta,2010,female,"Employed, as % of total population",39.7
2499,Satakunta,2010,female,"Students, as % of total population",7.1
2500,Satakunta,2010,male,"Employed, as % of total population",42.1
2501,Satakunta,2010,male,"Students, as % of total population",7.6
2502,Satakunta,2011,combined,"Employed, as % of total population",41.2
2503,Satakunta,2011,combined,"Students, as % of total population",7.2
2504,Satakunta,2011,female,"Employed, as % of total population",40.0
2505,Satakunta,2011,female,"Students, as % of total population",7.0
2506,Satakunta,2011,male,"Employed, as % of total population",42.5
2507,Satakunta,2011,male,"Students, as % of total population",7.4
2508,Satakunta,2012,combined,"Employed, as % of total population",40.7
2509,Satakunta,2012,combined,"Students, as % of total population",7.0
2510,Satakunta,2012,female,"Employed, as % of total population",39.7
2511,Satakunta,2012,female,"Students, as % of total population",6.9
2512,Satakunta,2012,male,"Employed, as % of total population",41.7
2513,Satakunta,2012,male,"Students, as % of total population",7.2
2514,Satakunta,2013,combined,"Employed, as % of total population",40.1
2515,Satakunta,2013,combined,"Students, as % of total population",7.0
2516,Satakunta,2013,female,"Employed, as % of total population",39.2
2517,Satakunta,2013,female,"Students, as % of total population",6.7
2518,Satakunta,2013,male,"Employed, as % of total population",41.0
2519,Satakunta,2013,male,"Students, as % of total population",7.2
2520,Satakunta,2014,combined,"Employed, as % of total population",39.3
2521,Satakunta,2014,combined,"Students, as % of total population",6.9
2522,Satakunta,2014,female,"Employed, as % of total population",38.8
2523,Satakunta,2014,female,"Students, as % of total population",6.7
2524,Satakunta,2014,male,"Employed, as % of total population",39.7
2525,Satakunta,2014,male,"Students, as % of total population",7.2
2526,Satakunta,2015,combined,"Employed, as % of total population",38.4
2527,Satakunta,2015,combined,"Students, as % of total population",6.8
2528,Satakunta,2015,female,"Employed, as % of total population",37.9
2529,Satakunta,2015,female,"Students, as % of total population",6.5
2530,Satakunta,2015,male,"Employed, as % of total population",38.9
2531,Satakunta,2015,male,"Students, as % of total population",7.1
2532,Satakunta,2016,combined,"Employed, as % of total population",38.3
2533,Satakunta,2016,combined,"Students, as % of total population",6.6
2534,Satakunta,2016,female,"Employed, as % of total population",37.5
2535,Satakunta,2016,female,"Students, as % of total population",6.3
2536,Satakunta,2016,male,"Employed, as % of total population",39.0
2537,Satakunta,2016,male,"Students, as % of total population",6.9
2538,Satakunta,2017,combined,"Employed, as % of total population",39.8
2539,Satakunta,2017,combined,"Students, as % of total population",6.4
2540,Satakunta,2017,female,"Employed, as % of total population",38.6
2541,Satakunta,2017,female,"Students, as % of total population",6.1
2542,Satakunta,2017,male,"Employed, as % of total population",41.0
2543,Satakunta,2017,male,"Students, as % of total population",6.6
2544,Satakunta,2018,combined,"Employed, as % of total population",40.2
2545,Satakunta,2018,combined,"Students, as % of total population",6.1
2546,Satakunta,2018,female,"Employed, as % of total population",39.1
2547,Satakunta,2018,female,"Students, as % of total population",5.9
2548,Satakunta,2018,male,"Employed, as % of total population",41.3
2549,Satakunta,2018,male,"Students, as % of total population",6.4
2550,Satakunta,2019,combined,"Employed, as % of total population",39.9
2551,Satakunta,2019,combined,"Students, as % of total population",6.3
2552,Satakunta,2019,female,"Employed, as % of total population",39.1
2553,Satakunta,2019,female,"Students, as % of total population",6.0
2554,Satakunta,2019,male,"Employed, as % of total population",40.6
2555,Satakunta,2019,male,"Students, as % of total population",6.5
2556,Satakunta,2020,combined,"Employed, as % of total population",38.7
2557,Satakunta,2020,combined,"Students, as % of total population",5.9
2558,Satakunta,2020,female,"Employed, as % of total population",38.5
2559,Satakunta,2020,female,"Students, as % of total population",5.8
2560,Satakunta,2020,male,"Employed, as % of total population",39.0
2561,Satakunta,2020,male,"Students, as % of total population",6.0
2562,Satakunta,2021,combined,"Employed, as % of total population",40.3
2563,Satakunta,2021,combined,"Students, as % of total population",6.5
2564,Satakunta,2021,female,"Employed, as % of total population",39.3
2565,Satakunta,2021,female,"Students, as % of total population",6.3
2566,Satakunta,2021,male,"Employed, as % of total population",41.3
2567,Satakunta,2021,male,"Students, as % of total population",6.7
2568,Satakunta,2022,combined,"Employed, as % of total population",40.6
2569,Satakunta,2022,combined,"Students, as % of total population",6.2
2570,Satakunta,2022,female,"Employed, as % of total population",39.9
2571,Satakunta,2022,female,"Students, as % of total population",6.0
2572,Satakunta,2022,male,"Employed, as % of total population",41.4
2573,Satakunta,2022,male,"Students, as % of total population",6.4
2574,South Karelia,1990,combined,"Employed, as % of total population",45.0
2575,South Karelia,1990,combined,"Students, as % of total population",6.6
2576,South Karelia,1990,female,"Employed, as % of total population",41.2
2577,South Karelia,1990,female,"Students, as % of total population",7.2
2578,South Karelia,1990,male,"Employed, as % of total population",49.0
2579,South Karelia,1990,male,"Students, as % of total population",6.1
2580,South Karelia,1991,combined,"Employed, as % of total population",41.3
2581,South Karelia,1991,combined,"Students, as % of total population",7.2
2582,South Karelia,1991,female,"Employed, as % of total population",38.7
2583,South Karelia,1991,female,"Students, as % of total population",7.7
2584,South Karelia,1991,male,"Employed, as % of total population",43.9
